| Number | Company Name |
| 790 | Saudi Geophiscal |
| 791 | Fawaz Al Hukair |
| 792 | شركة خطوط الخدمات الصناعية |
| 793 | Al Bazei Group |
| 795 | أمانة الأحساء |
| 796 | مديرية الزراعة بالأحساء |
| 797 | فرع شركة توف سود ميدل ايست - ذ.م.م |
| 799 | Spacepaker Co. |
| 800 | Tojar Trading Co. |
| 801 | Amlak Gold REal State office |
| 802 | مصانع الخليج العربي المحدودة للصناعات البلاستيكية والمطاطية |
| 803 | Nalco |
| 804 | شركة سديم الزراعية |
| 805 | Saudi Sesing Co. |
| 806 | Minifah Painting Co. |
| 807 | GULF PACKAGING INDUSTRIES |
| 808 | Coral Peach Hotel |
| 809 | Finance Ministry |
| 810 | BIN DALAN TRANSPORTATION EST. |
| 811 | rawabiholding Company |
| 812 | مكتب عراقة بناء |
| 813 | ALBARAJEEL ADVERTISING COMPANY |
| 814 | International Pediatric Nutrition Company (Al-Marai) |
| 815 | Jumeirah Trading CO. LTD |
| 816 | Petromin Company |
| 817 | مستشفى الحرس الوطني - مركز الأعمال |
| 818 | وزارة المياه والكهرباء - فرع الخبر |
| 819 | Al-Khodari metal work Factory Co. |
| 820 | SAUDI STANDARDS |
| 821 | Arab National Bank (ANB) |
| 822 | Tamimi Global CO. LTD (TAFGA) |
| 823 | PLANT TECH |
| 824 | Ministry of National Guard - Health Affairs |
| 825 | Sadara Chemical Company |
| 826 | الشركة السعودية للتسويق - أسواق المزرعة |
| 827 | مدينة الأمير سلطان الطبية العسكرية |
| 828 | Jubail University College |
| 829 | Saudi Aramco for Basic Oil,s - Luberef |
| 830 | الشركة الوطنية لنقل الكهرباء - قطاع صيانة الشبكة |
| 831 | Trading &amp; Development Co. (Tradco) |
| 832 | شركة الإنشاءات الموحدة |
| 833 | Construction Technical Services Arabia Ltd. |
| 834 | شركة ثيرمال اير الصناعية |
| 835 | Advanced Inspection Service Co. |
| 836 | Salman Group Industrial &amp; Commercial |
| 837 | Al-Sin Al-Momaiaz Dental Center |
| 838 | فرع المياه بمحافظة الأحساء |
| 839 | شركة الصين الوطنية لهندسة الكيماويات |
| 840 | ALMER |
| 841 | نيفادا |
| 842 | Arabian Fal Holding |
| 843 | شركة البيئة والطاقة المحدودة |
| 844 | Sraco Company |
| 845 | الشركة السعودية للكهرباء - محطة توليد الباحة |
| 846 | Azbil Saudi Limited |
| 847 | Mastoura for Trading &amp; Contracting CO. LTD. |
| 848 | المؤسسة العامة لتحلية المياه المالحة - ينبع |
| 849 | Bin Hendi Factory |
| 850 | مكتب المهندس فهد علي رضا للاستشارات الهندسية |
| 851 | شركة دار الرياض القابضة |
| 852 | فندق إنتركونتيننتال الخبر |
| 853 | شركة فيليبس للإنارة العربية |
| 854 | الشؤون الصحية بالباحة |
| 856 | SHGARDI |
| 857 | مصنع الخليج لصياغة الذهب |
| 858 | الاتصالات السعودية بالباحة |
| 859 | العالمية للصناعات البحرية |
| 860 | ALRAJHI TAKAFUL |
| 861 | شركة الصناعات الحديثة |
| 862 | PERFECT PICK |
| 863 | شركة ساف |
| 864 | شركة أرسيلور ميتال |
| 865 | مركز صحي قوى الأمن بالدمام |
| 866 | شركة تكنولوجيا الطاقة |
| 867 | CRCC |
| 869 | FAS COMPANY |
| 870 | مصنع مافكو |
| 871 | شركة نابورس العربية |
| 872 | DAR AL-UMARNIYAH STUDIES COMPANY |
| 873 | شركة بيسكو للخدمات الصناعية |
| 874 | شركة كيمانول |
| 875 | شركة ساتورب |
| 876 | تيكنياس يونيداس |
| 877 | AL ANSARI ENGINEERING CONSULTING OFFICE |
| 878 | شركة داو سبيشيالتيز المحدودة |
| 879 | شركة ياسرف |
| 880 | مؤسسة هارم جنج داي للمقاولات |
| 881 | مؤسسة إيرام العربية للخدمات المساندة |
| 882 | مستشفى قوى الأمن بالدمام |
| 883 | مجموعة محمد العجيمي |
| 884 | الشركة السعودية للكهرباء - فرع الدوادمي |
| 885 | شركة مصنع دان للبلاستيك |
| 886 | شركة عبداللطيف ومحمد الفوزان |
| 887 | شركة أعمال نافا المحدودة |
| 888 | شركة الهدف للإنشاءات السعودية |
| 889 | شركة المجدوعي القابضة |
| 890 | شركة القياديون |
| 891 | K-Kem Company |
| 892 | BAE System Company |
| 893 | شركة الفنار للخدمات الفنية |
| 894 | الهندسة والأبحاث العالمية وشريكها |
| 895 | المعهد السعودي التقني لخدمات الكهرباء |
| 896 | الشركة العربية السعودية للهندسة المحدودة |
| 897 | الشركة السعودية للكهرباء بعسير - بيشة |
| 898 | الشركة السعودية للأنابيب |
| 899 | شركة أسس العوازل المحدودة |
| 900 | مؤسسة الفحص للمقاولات |
| 901 | شركة سمكو للفحص وللخدمات الصناعية |
| 902 | مجموعة حمود العلي الخلف للتجارة |
| 903 | شركة الرفراف للنقليات المتحدة |
| 904 | مصنع شركة أسيكو السعودية المحدودة |
| 905 | مؤسسة جودة الفحص للمقاولات |
| 906 | شركة محولات الطاقة السعودية |
| 907 | برنامج الخدمات الصحية |
| 908 | شركة مصنع الجبل |
| 909 | شركة مصنع الشرق للبوليستيرين المحدودة |
| 910 | شركة مصنع أسس التقدم |
| 911 | دار الخليج للهندسة |
| 912 | الشركة المميزة لأعمال البترول والغاز |
| 913 | شركة خدمات ضبط الجودة |
| 914 | فندق كايتون ناتي الخنيني |
| 915 | مصنع الخليج لتكسية الحديد |
| 916 | شركة مصنع آسيا للحديد المحدودة |
| 917 | شركة منبر الأعمال التجارية |
| 918 | العالمية لتقنية منع التآكل |
| 919 | هيئة الإذاعة والتلفزيون |
| 920 | شركة المشارق للتجارة والمقاولات |
| 921 | foster wheeler |
| 922 | شقق ماديرا للوحدات السكنية المفروشة |
| 923 | Quality Control, NDT |
| 924 | شركة هوختيف سوليوشنز العربية السعودية |
| 925 | ALDAR |
| 927 | شركة فالوريك العربية السعودية |
| 928 | مؤسسة درة المحيط للتجارة |
| 929 | مصنع المذيبات الكيميائية المتخصصة |
| 930 | مصنع العزاز لأوراق الكمبيوتر |
| 931 | مصنع الراشد للمنتجات الخشبية |
| 932 | مصنع الخليج التقني |
| 933 | مصنع الجزيرة لصياغة الذهب |
| 934 | مختبر سيقا |
| 935 | عبدالهادي عبدالله القحطاني وأولاده |
| 936 | شركة مصنع ليندي الجبيل للغازات الصناعية |
| 937 | شركة مصنع أمدادات الجودة |
| 938 | THE OFFICE OF ABDULLAH ABDUL RAHMAN BIN MUHAMMAD AL-MURSHID,CERTIFIED ACCOUNTANTS AND AUDITORS |
| 939 | شركة عبدالعزيز محمد العثمان وشركاؤه |
| 940 | شركة جلوبال استيل دست الخليج |
| 941 | شركة الصناعات الكيميائية الأساسية |
| 942 | شركة التنظيف الأول للتجارة |
| 943 | شركة الأمينات العربية |
| 944 | مؤسسة عبدالله إبراهيم التميمي للخدمات الصناعية |
| 945 | RATIMAH PUBLIC ACCOUNTANTS &amp; AUDITORS CO. |
| 946 | GE OIL &amp; GAS |
| 947 | مصنع المعجل لأكياس التعبئة |
| 948 | شركة منتجات الألمنيوم |
| 949 | شركة تقنيات أزر للخدمات الصناعية |
| 950 | شركة روابي للكهرباء |
| 951 | Yokogawa |
| 952 | WorleyParsons |
| 953 | وزارة الشؤون القروية والبلدية |
| 954 | وزارة البيئة والمياه والزراعة |
| 955 | مكتب آدم للتصميم الداخلي |
| 956 | سابتكو |
| 957 | شركة ويبرو العربية الحدودة |
| 958 | شركة علا عزمي و خليفة الحواس للإستشارات الهندسية |
| 959 | شركة طاقة سنجل |
| 960 | شركة دقة التقنية والجودة |
| 961 | شركة درة الجبيل |
| 962 | شركة أبانا للمشاريع |
| 963 | شركة الاكيات المبتكرة لحلول الخزانات |
| 964 | الرواد الوطنية |
| 965 | العالمية للأنابيب |
| 966 | السعودية لهندسة وصناعة الطيران |
| 967 | المديرية العامة للمياة بالقطيف |
| 968 | Erne Fittings |
| 969 | مستشفى الملك سلمان للقوات المسلحة بالشمالية الغربية |
| 971 | إمارة المنطقة الشرقية - محافظة الجبيل |
| 972 | شركة خدمات منع التأكل |
| 973 | شركة انجينيا بوليمرز |
| 976 | شركة مطارات الدمام |
| 977 | القوات البرية الملكية السعودية - سلاح الصيانة |
| 978 | عمليات الخفجي المشتركة |
| 979 | مستشفى الامام عبدالرحمن بن فيصل بالدمام |
| 980 | المؤسسة العامة للصناعات العسكرية |
| 981 | مجموعة السيف |
| 983 | مصنع شركة أعمال الصمامات المتقدمة المحدودة |
| 984 | معفاة |
| 985 | مشغل ريس بن محفوظ للذهب |
| 986 | جبين |
| 987 | مؤسسة حسن عبدالله المسلمي للمقاولات |
| 988 | MAADEN |
| 989 | شركة مصنع مصادر الشرق |
| 990 | شركة زبلن الخليج |
| 991 | شركة تقنية الاتقان |
| 992 | شركة اس ان سي |
| 993 | شركة البسام |
| 994 | شركة سيدرس |
| 995 | شركة مصنع الزاهد للحديد |
| 996 | الشركة الشرقية للتجارة و التعهدات |
| 997 | الشركة العربية السعودية لصناعة مواد التعبئة |
| 998 | أمارة المنطقة الشرقية |
| 999 | أنظمة الخليج المتقدمة |
| 1000 | بومبارديه |
| 1001 | الادارة العامة لخدمات المياه بالمنطقة الشرقية |
| 1002 | رافاقو |
| 1003 | مصنع المنتجات المميزة |
| 1004 | مؤسسة مناور لافي الاسلمي التجارية |
| 1005 | مكتب غسان عبدالله النمر لتجارة الذهب |
| 1006 | شركة الراشد القطاع الصناعي |
| 1007 | شركة المطلق للاستثمار العقاري |
| 1008 | مؤسسة عبدالله إبراهيم التميمي |
| 1009 | مصنع شركة يو اس جي الشرق الاوسط المحدودة |
| 1010 | كوبرهيت |
| 1011 | شركة منصع اليمامة للصناعات الحديدية و الكهروميكانيكية |
| 1012 | شركة التكامل التقني للخدمات الصناعية المحدودة |
| 1013 | شركة الاقمشة الصناعية الغير منسوجة |
| 1014 | بلدية محافظة سيهات |
| 1015 | شركة الفوزان للتجارة و المقاولات |
| 1016 | مؤسسة عيش ببساطة لتنظيم الفعاليات |
| 1017 | مؤسسة اللوحة البيضاء |
| 1018 | كلية المدربين التقنيين |
| 1019 | شركة عبدالله هادي بالحارث و شركاه |
| 1020 | شركة ماريا العالمية للخدمات التعليمية للبنين |
| 1021 | المؤسسة العامة للري |
| 1022 | ارني فيتنجنز |
| 1023 | التأثير الاخضر |
| 1024 | الحاسب العربي |
| 1025 | شركة العسيس |
| 1026 | الشركة الوطنية للاعلاف |
| 1027 | شركة بي ام سي |
| 1028 | توباز الخليج للمقاولات |
| 1029 | تيكسو فيب |
| 1030 | شركة جى جي سي الخليج العالمية المحدودة |
| 1031 | شركة عادل أبو السعود |
| 1032 | ثري ام |
| 1033 | المختبر الخليجي |
| 1034 | امينتات |
| 1035 | انماء لتصنيع الحديد |
| 1036 | ايمرسون |
| 1037 | شركة المنتجات البيتومينية المحدودة - بيتومات |
| 1038 | بيشوف اند كلاين |
| 1039 | جون كرين |
| 1040 | دال العربية للمقاولات |
| 1041 | صناعة انابيب المستقبل |
| 1042 | كوثر المياه للمقاولات |
| 1043 | كي كيم |
| 1044 | مقياس التقنية |
| 1045 | خدمات النفط الوطنية |
| 1046 | تكنيكاس |
| 1047 | مصنع الشركة العالمية للكيماويات |
| 1048 | شركة رسيرفوار جروب السعودية |
| 1049 | جمعية الجارودية الخيرية |
| 1050 | اسيا ستيل |
| 1051 | صندوق العدد الصناعية |
| 1052 | بنك الخليج الدولي |
| 1053 | شركة الخدمات العالمية |
| 1054 | شركة روزن |
| 1055 | وزارة التجارة و الاستثمار |
| 1056 | وزارة البيئة |
| 1057 | البسامي للنقليات |
| 1058 | تيبسا |
| 1059 | قسم شرطة الحناكية |
| 1060 | JGC Gulf International Co. Ltd. |
| 1061 | شركة السلام لصناعة الطيران |
| 1062 | شركة إنجينيا بوليمرز |
| 1063 | إنجينيا بوليمرز |
| 1064 | المؤسسة العامة لتحلية المياه المالحة برأس الخير |
| 1065 | شركة أرامكو السعودية توتال للتكرير والبتروكيماويات (ساتورب) |
| 1066 | الشركة السعودية للخطوط الحديدية - سار |
| 1067 | شركة الطويرقي |
| 1068 | شركة كليف لاند |
| 1069 | ارامكو السعودية |
| 1070 | شركة ويذر فورد |
| 1071 | شركة البواردي |
| 1072 | شركة الروابي |
| 1073 | شركة التميمي |
| 1074 | الهيئة الملكية للجبيل و ينبع |
| 1075 | شركة شيفرون فليبس |
| 1076 | شركة محولات الطاقة |
| 1080 | قاعدة حرس الحدود الساحلية بالخليج العربي |
| 1081 | شركة اشكروفت الرشيد لاجهزة القياس المحدودة |
| 1084 | شركة مرافق الكهرباء والمياه بالجبيل وينبع |
| 1085 | شركة التصنيع الوطنية |
| 1087 | شركة نسر |
| 1088 | شركة العربية للأنابيب |
| 1089 | شركة الإتصالات السعودية |
| 1090 | شركة الكهرباء السعودية |
| 1091 | شركة الرشيد درسر |
| 1092 | شركة أماك للتعدين |
| 1093 | شركة كيمائيات الميثانول - كيمانول |
| 1095 | شركة صدارة للبتروكيماويات |
| 1096 | شركة الصحراء العالمية للبتروكيماويات |
| 1099 | شركة أركاد السعودية |
| 1100 | شركة سعودي اركاد |
| 1101 | أرامكو لأعمال الخليج في الخفجي |
| 1102 | ٌRoyal Saudi Navy Forces |
| 1104 | الشركة السعودية للصناعات الأساسية- سابك |
| 1105 | AlRaed office |
| 1107 | Concept Desgin |
| 1110 | Dr. Ali ALJouf Office |
| 1111 | وزارة الصحة |
| 1112 | ADAMZ |
| 1113 | Nama Co. |
| 1115 | ALRAZI CLINIC |
| 1116 | ALREEM Hotel |
| 1117 | ARASCO |
| 1118 | TWEEQ ALSHARQIA |
| 1119 | Jubial University College Female Branch |
| 1120 | VALLEY TOWER FO ENGINEERIN |
| 1121 | Saudi Sinyar |
| 1122 | GSW |
| 1123 | HCILAB |
| 1124 | import and Contracting Company Ltd. |
| 1125 | Khonaini Station Petroleum Services |
| 1126 | Mohamed Al Aslami Factory |
| 1127 | NASHER |
| 1130 | Petron Saudi Industrial |
| 1132 | Saudi Authority for Data and Artificial Intelligence |
| 1139 | SUN ACE |
| 1143 | National Anabeeb coltd |
| 1146 | ETECKSA |
| 1148 | SISCO |
| 1149 | Misk Foundation |
| 1150 | Saudi Arabia Ministry of Communications and Information Technology |
| 1151 | BARKIN HOTEL |
| 1158 | PETROMIN LUBRICATING OIL CO. (PETROLUB) |
| 1161 | Saudi Chevron Petrochemical |
| 1163 | United Oil Company |
| 1177 | AL-Marai Trading Co. Ltd. |
| 1180 | training company |
| 1192 | Arkaz |
| 1195 | UNILUBE |
| 1196 | ikea |
| 1198 | فندق الدانة |
| 1199 | الخطوط الهندسية |
| 1201 | روزن قروب |
| 1202 | Almana Hosbital |
| 1203 | مكتب التعليم بينبع |
| 1205 | جهة تدريب تعاوني |
| 1213 | Samba |
| 1216 | arab national bank |
| 1221 | Jubail General Hospital |
| 1227 | Senior Project |
| 1235 | Eppm Jubail Office |
| 1239 | AL-gomiah Group CO. |
| 1241 | مكتب ازار للهندسة |
| 1244 | Holilah Charity |
| 1253 | Safari |
| 1256 | شركة محمد نخلة |
| 1257 | شركة الفارابي |
| 1260 | ساسرف |
| 1261 | العليان |
| 1262 | جلوباتك |
| 1264 | الزامل للصناعات الغذائية المحدودة |
| 1265 | مكتب التعليم |
| 1266 | مسوك |
| 1269 | شركة البحر الأحمر |
| 1271 | مدرسة دار البيان الأهلية |
| 1273 | مكتب إيهاب العامري للاستشارات الهندسية |
| 1274 | شركة الابتكار |
| 1276 | الشركة العالمية للتدريب |
| 1277 | AGEC |
| 1279 | مؤسسة الدوائر الحمراء |
| 1280 | مدينة الملك عبد العزيز للعلوم والتقنية - مكتب إدارة المشاريع نائب الرئيس لدعم البحث العلمي |
| 1281 | tadawul |
| 1283 | شركة الرواد |
| 1284 | شركة حلول الأعمال الاستراتيجية |
| 1285 | شركة شاينا نيو انجنيرنق |
| 1286 | شركة فالوريك |
| 1287 | وزارة المياه بالجبيل |
| 1290 | المؤسسة العامة لتحلية المياه المالحة - محطات الجبيل |
| 1291 | الزامل محاسبون ومراجعون قانونيون |
| 1292 | شركة الإنماء الزراعية |
| 1294 | الخنيني |
| 1295 | ALYAMAMAH |
| 1296 | شركة أميانتيت |
| 1297 | ساتورب |
| 1298 | صدارة |
| 1299 | شركة انقلاب الجبيل لتطوير المشاريع |
| 1300 | شركة مرافق |
| 1301 | شركة معادن |
| 1302 | مؤسسة الحلفاء بالدمام |
| 1303 | مستشفى القوات المسلحة بالجبيل |
| 1305 | اس جي اس |
| 1306 | ادار للكيماويات |
| 1307 | شركة الإتفاق |
| 1308 | شركة كوبيريون |
| 1309 | شركة والي بيرسونز |
| 1310 | مكتب الحداد للإستشارات الهندسية |
| 1311 | شركة مايندر للهندسة |
| 1312 | شركة ستار رود |
| 1313 | مكتب الدعوة والإرشاد بالجبيل |
| 1316 | Saudi Aramco Total Refining And Petrochemical (SATORP) |
| 1317 | Medical Services Program - RCJ |
| 1324 | Enmaa Manufacturing Co |
| 1327 | GAIT |
| 1328 | Quality and precision company for general contracting |
| 1329 | COEKSA |
| 1331 | International Airports Projects |
| 1333 | Al-Tawfiq Company |
| 1334 | AlEbtekar?‎ |
| 1335 | ALMEER OFFICE |
| 1336 | RICH DETAILS |
| 1337 | Kenoz AlSharqia&nbsp;Trading &amp;&nbsp;Constructions L.L.C.&nbsp;(KSTC) |
| 1340 | Design Plus |
| 1354 | Al Rajhi Bank |
| 1358 | شركة الغانم انترناشونال السعودية |
| 1363 | Al-Hussaini Trading Co. |
| 1365 | Fluor Arabia Co. Ltd. |
| 1368 | TASMEM |
| 1402 | الهيئة العامة للإستثمار |
| 1404 | Jeraisy Company |
| 1433 | مكتب ارك لاينر |
| 1434 | مكتب خالد الزنيد |
| 1435 | مستشفة الملك خالد |
| 1436 | شلمبرجير |
| 1437 | اتحاد الأمن السبراني والبرمجة السعودي |
| 1438 | مدرسة سمو الرسالة الأهلية |
| 1439 | جمعية وهج النسائية |
| 1442 | شركة القصواء للحديد |
| 1485 | National Petroleum Services |
| 1494 | Salem Foundation to donkeys |
| 1511 | InterContinental |
| 1537 | Saudi Arabian General Investment Authority |
| 1539 | Branch of the Ministry of Water and Electricity Ahsa region |
| 1546 | Razyat company ltd |
| 1549 | General Directorate of Health Affairs,eastren region |
| 1584 | الرؤيا القابضة |
| 1589 | STC |
| 1597 | Royal Navy Sahudyp leadership - leadership of the eastern fl |
| 1598 | التوكيلان  العالمية  للسيارات |
| 1606 | ERNST &amp;YOUNG |
| 1608 | Mohammed Nahdi Group |
| 1615 | CMA |
| 1625 | مكتب الشرق للترجمة |
| 1635 | Trans Orient Translation Office |
| 1664 | هيئة حقوق الإنسان |
| 1666 | Water Company |
| 1728 | Middle East Poly Co. |
| 1754 | أرامكو السعودية |
| 1756 | Education Office in Jubail |
| 1757 | Advanced Gulf Eng Consultation  (AGEC) |
| 1758 | Olayan Company |
| 1760 | Zamil Food Industries |
| 1761 | College of Education in Jubail - IAU |
| 1762 | Global Anti Corrosion Techniques Co. Limited (Globetech) |
| 1763 | InterContinental Hotel - Jubail |
| 1764 | Jubail Labour Office |
| 1765 | Mosook Group for Industrial Consulting &amp; Contracting |
| 1766 | Red Sea Company for Housing Services |
| 1767 | Global Pipe Company |
| 1768 | EHAB ALAMRI URBAN CONSULTANT |
| 1769 | ALEBTEKAR ALMUTAQADM FOR DECORATION |
| 1770 | Alnaba'a Global Commercial Projects Company |
| 1771 | Saudi Power Transformers Company |
| 1773 | شركة موبايلي |
| 1774 | مكتبة جرير |
| 1777 | شركة وورلي بارسونز |
| 1778 | شركة هناك الحل |
| 1779 | مستشفى محمد الدوسري |
| 1780 | مصنع الصمامات الفولاذية |
| 1781 | إس إن سي - لافالان فايز الهندسية |
| 1784 | Gulf Farabi Petrochemecal Co. |
| 1788 | شركة النبأ العالمية |
| 1789 | كلية التربية بالجبيل |
| 1791 | المشروع الوطني للتوظيف |
| 1794 | The National Commercial Bank (NCB) |
| 1810 | مكتب الاء الحريري |
| 1814 | شركة مصنع اسس التقدم للصناعات البلاستيكية |
| 1815 | شركة المياه الوطنية |
| 1816 | المؤسسة العامة لتحلية المياه |
| 1819 | كوبريون الشرق الأوسط المحدودة |
| 1822 | هيئة كفاءة الإنفاق والمشروعات الحكومية |
| 1823 | الخطوط الحديدية السعودية |
| 1824 | شركة تجارة وتطوير المعدات والآلات والتجهيزات رضا |
| 1825 | شركة جاكوبس زيت |
| 1826 | شركة ايه بي بي للصناعات الكهربائية المحدودة |
| 1827 | شركة إس إن سي لافالين زهير فايز للهندسة |
| 1828 | شركة تمرس للمقاولات |
| 1829 | شركة ماكنزي الشرق الاوسط |
| 1830 | إدارة مدينة الملك فهد العسكرية |
| 1831 | شركة السعودي للطابوق الخلوي |
| 1832 | الشركة العربية لتصنيع الورق |
| 1834 | بنك البلاد |
| 1835 | شركة سابك للمغذيات الزراعية |
| 1836 | مؤسسة محمد الحداد للديكور والتصميم الداخلي |
| 1837 | هيئة الزكاة والضريبة والدخل والجمارك |
| 1839 | شركة كيان السعودية للبتروكيماويات |
| 1840 | مجمع الملك فهد الطبي العسكري بالظهران |
| 1841 | شركة تيكو الشرق الأوسط للكهرباء والمعدات المحدودة |
| 1842 | . |
| 1843 | . |
| 1844 | TAHKUM |
| 1845 | . |
| 1846 | . |
| 1847 | . |
| 1848 | OIL SERV |
| 1849 | - |
| 1850 | NCEC |
| 1851 | Taqa |
| 1852 | Border Guard Command in the Makkah Al-Mukarramah region |
| 1853 | aro drilling |
| 1854 | Maintenance and technical support base for the Air Defense Forces |
| 1855 | . |
